KAUM科番号,科,Family,和名,学名,Remarks,和名ヘボン式表記
200,アイナメ科,Hexagrammidae,ウサギアイナメ,Hexagrammos lagocephalus (Pallas 1810),"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Usagiainame
200,アイナメ科,Hexagrammidae,スジアイナメ,Hexagrammos octogrammus (Pallas 1814),"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Sujiainame
200,アイナメ科,Hexagrammidae,アイナメ,Hexagrammos otakii Jordan & Starks 1895,"
座間（1998）「万石浦の魚類の生態学的研究」，宮城県万石浦；辻（2013）徳島県立博物館研究報告23:1-21，愛媛県伯方島；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；辻・松田（2016）南予生物18:1-25，愛媛県八幡浜市；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；花﨑ほか（2020）南紀生物62:189-195，大阪府阪南市；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；近藤ほか（2022）「ハチの干潟の生きものたち」，広島県竹原市（瀬戸内海）；柏尾ほか（2022）きしわだ自然資料館研究報告7:1-12，大阪湾（岸和田市）；佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Ainame
200,アイナメ科,Hexagrammidae,エゾアイナメ,Hexagrammos stelleri Tilesius 1810,"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Ezoainame
200,アイナメ科,Hexagrammidae,ホッケ,Pleurogrammus azonus Jordan & Metz 1913,"
工藤ほか（2013）神奈川県自然誌資料34:67-72，三浦半島；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Hokke
200,アイナメ科,Hexagrammidae,キタノホッケ,Pleurogrammus monopterygius (Pallas 1810),,Kitanohokke
201,トリカジカ科,Ereuniidae,トリカジカ,Ereunias grallator Jordan & Snyder 1901,"
古橋ほか（2010）長崎大学水産学部研究報告91:17-33，九州西方（東シナ海）
",Torikajika
201,トリカジカ科,Ereuniidae,マルカワカジカ,Marukawichthys ambulator Sakamoto 1931,"
古橋ほか（2010）長崎大学水産学部研究報告91:17-33，九州西方（東シナ海）；Motomura et al (2016) Mem Fac Fish Kagoshima Univ 64:10-34，宇治群島；和田ほか（2019）Nat Kagoshima 46:151-154，南さつま市野間池沖
",Marukawakajika
202,クチバシカジカ科,Rhamphocottidae,クチバシカジカ,Rhamphocottus richardsonii Günther 1874,"
佐藤ほか（2022）「北の磯魚生態図鑑」，ニホンクチバシカジカ（仮称）と書かれているが「魚類の標準和名の命名ガイドライン」の項9aと注18から標準和名とは見なせず，クチバシカジカが同ガイドラインの項2.2から標準和名としての地位を有する
",Kuchibashikajika
203,ケムシカジカ科,Hemitripteridae,ホカケアナハゼ,Blepsias bilobus Cuvier 1829,"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Hokakeanahaze
203,ケムシカジカ科,Hemitripteridae,イソバテング,Blepsias cirrhosus (Pallas 1814),"
座間（1998）「万石浦の魚類の生態学的研究」，宮城県万石浦；佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Isobatengu
203,ケムシカジカ科,Hemitripteridae,ケムシカジカ,Hemitripterus villosus (Pallas 1814),"
座間（1998）「万石浦の魚類の生態学的研究」，宮城県万石浦；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Kemushikajika
203,ケムシカジカ科,Hemitripteridae,オコゼカジカ,Nautichthys pribilovius (Jordan & Gilbert 1898),"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Okozekajika
204,カジカ科,Cottidae,ニジカジカ,Alcichthys elongatus (Steindachner 1881),"
園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Nijikajika
204,カジカ科,Cottidae,イトヒキカジカ,Argyrocottus zanderi Herzenstein 1892,"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Itohikikajika
204,カジカ科,Cottidae,マダラオキカジカ,Artediellus aporosus Soldatov 1922,,Madaraokikajika
204,カジカ科,Cottidae,カムチャッカカジカ,Artediellus camchaticus Gilbert & Burke 1912,,Kamuchakkakajika
204,カジカ科,Cottidae,コブオキカジカ,Artediellus dydymovi Soldatov 1915,"
園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側
",Kobuokikajika
204,カジカ科,Cottidae,ノドグロオキカジカ,Artediellus fuscimentus Nelson 1986,"
園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側
",Nodogurokikajika
204,カジカ科,Cottidae,ヒメカジカ,Artediellus minor (Watanabe 1958),,Himekajika
204,カジカ科,Cottidae,オシマオキカジカ,"Artediellus neyelovi Muto, Yabe & Amaoka 1994","
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Oshimaokikajika
204,カジカ科,Cottidae,オホーツクカジカ,Artediellus ochotensis Gilbert & Burke 1912,,Ohotsukukajika
204,カジカ科,Cottidae,トゲオキカジカ,Artediellus schmidti Soldatov 1915,,Togeokikajika
204,カジカ科,Cottidae,ホホウロコカジカ,Astrocottus leprops Bolin 1936,,Hohorokokajika
204,カジカ科,Cottidae,セトカジカ,Astrocottus matsubarae Katayama 1942,"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Setokajika
204,カジカ科,Cottidae,シシカジカ,"Astrocottus regulus Tsuruoka, Maruyama & Yabe 2008",,Shishikajika
204,カジカ科,Cottidae,カワリアナハゼ,Atopocottus tribranchius Bolin 1936,"
大橋ほか（2017）日本生物地理学会会報71:221-227，茨城県；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側
",Kawarianahaze
204,カジカ科,Cottidae,ベロ,Bero elegans (Steindachner 1881),"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Bero
204,カジカ科,Cottidae,オキヒメカジカ,Cottiusculus gonez Jordan & Starks 1904,,Okihimekajika
204,カジカ科,Cottidae,ニホンキンカジカ,Cottiusculus nihonkaiensis Kai & Nakabo 2009,"
園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；木村ほか（2020）魚津水族館年報29:49-78，富山湾
",Nihonkinkajika
204,カジカ科,Cottidae,キンカジカ,Cottiusculus schmidti Jordan & Starks 1904,,Kinkajika
204,カジカ科,Cottidae,エゾハナカジカ,Cottus amblystomopsis Schmidt 1904,,Ezohanakajika
204,カジカ科,Cottidae,カンキョウカジカ,Cottus hangiongensis Mori 1930,,Kankyokajika
204,カジカ科,Cottidae,ハナカジカ,Cottus nozawae Snyder 1911,,Hanakajika
204,カジカ科,Cottidae,カジカ,Cottus pollux Günther 1873,"
田島（1999）佐賀自然史研究5:1-14，福岡県矢部川；藤井（2009）佐賀自然史研究15:33-37，佐賀県伊万里市志佐川（西限記録）；藤井ほか（2011）佐賀自然史研究16:49-53，佐賀県嘉瀬川水系；武内ほか（2011）近畿大学農学部紀要44:63-87，福井県；Fujioka et al (2014) Biogeogr 16:31-37，琵琶湖水系；Kanno et al (2018) Ichthyol Res doi 10.1007/s10228-018-0637-4，九州北部；菅野ほか（2019）生物地理学会会報74:25-31，高梁川水系；荒川（2021）のと海洋ふれあいセンター研究報告27:9-23，能登半島
",Kajika
204,カジカ科,Cottidae,ウツセミカジカ,Cottus reinii Hilgendorf 1879,"
武内ほか（2011）近畿大学農学部紀要44:63-87，富山県，琵琶湖，和歌山県；Fujioka et al (2014) Biogeogr 16:31-37，琵琶湖水系；Fujioka (2015) Biogeogr 17:13-20，琵琶湖；伊藤ほか（2019）生物地理学会会報74:13-17，岐阜県神通川水系；Fujioka et al (2021) Biogeogr 23:46-51，琵琶湖水系（成熟・産卵）；Fujioka & Kido (2021) Biogeogr 23:74-79，琵琶湖水系（回遊）
",Utsusemikajika
204,カジカ科,Cottidae,ダルマカジカ,Daruma sagamia Jordan & Starks 1904,,Darumakajika
204,カジカ科,Cottidae,オニカジカ,Enophrys diceraus (Pallas 1787),"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Onikajika
204,カジカ科,Cottidae,和名なし,Enophrys sp.,"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",
204,カジカ科,Cottidae,サラサカジカ,Furcina ishikawae Jordan & Starks 1904,"
座間（1998）「万石浦の魚類の生態学的研究」，宮城県万石浦；辻（2013）徳島県立博物館研究報告23:1-21，愛媛県伯方島；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；花﨑ほか（2020）南紀生物62:189-195，大阪府阪南市；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；近藤ほか（2022）「ハチの干潟の生きものたち」，広島県竹原市（瀬戸内海）；柏尾ほか（2022）きしわだ自然資料館研究報告7:1-12，大阪湾（岸和田市）；佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Sarasakajika
204,カジカ科,Cottidae,キヌカジカ,Furcina osimae Jordan & Starks 1904,"
清水（2013）南予生物17:14-35，愛媛県瀬戸内海；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸
",Kinukajika
204,カジカ科,Cottidae,セビロカジカ,Gymnocanthus detrisus Gilbert & Burke 1912,,Sebirokajika
204,カジカ科,Cottidae,チカメカジカ,Gymnocanthus galeatus Bean 1881,,Chikamekajika
204,カジカ科,Cottidae,ツマグロカジカ,Gymnocanthus herzensteini Jordan & Starks 1904,"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Tsumagurokajika
204,カジカ科,Cottidae,アイカジカ,Gymnocanthus intermedius (Temminck & Schlegel 1843),"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Aikajika
204,カジカ科,Cottidae,ハゲカジカ,Gymnocanthus pistilliger (Pallas 1814),,Hagekajika
204,カジカ科,Cottidae,ヨコスジカジカ,Hemilepidotus gilberti Jordan & Starks 1904,"
園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Yokosujikajika
204,カジカ科,Cottidae,ナメヨコスジカジカ,Hemilepidotus jordani Bean 1881,,Nameyokosujikajika
204,カジカ科,Cottidae,クジャクカジカ,Hemilepidotus papilio (Bean 1880),,Kujakukajika
204,カジカ科,Cottidae,フタスジカジカ,"Icelinus japonicus Yabe, Tsumura & Katayama 1980","
吉郷・吉郷（2018）比婆科学263:23-32，広島県；木村ほか（2020）魚津水族館年報29:49-78，富山湾
",Futasujikajika
204,カジカ科,Cottidae,ヒメフタスジカジカ,"Icelinus pietschi Yabe, Soma & Amaoka 2001","
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Himefutasujikajika
204,カジカ科,Cottidae,クロコオリカジカ,Icelus canaliculatus Gilbert 1896,"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Kurokorikajika
204,カジカ科,Cottidae,コオリカジカ,Icelus cataphractus (Pavlenko 1910),,Korikajika
204,カジカ科,Cottidae,チゴコオリカジカ,Icelus ecornis Tsutsui & Yabe 1996,,Chigokorikajika
204,カジカ科,Cottidae,ダルマコオリカジカ,Icelus gilberti Taranetz 1936,,Darumakorikajika
204,カジカ科,Cottidae,ホカケコオリカジカ,"Icelus hypselopterus Fukuzawa, Mori, Masyuzaki & Kai 2022","
Fukuzawa et al (2022) Ichthyol Res doi:10.1007/s10228-021-00855-w，オホーツク海南部
",Hokakekorikajika
204,カジカ科,Cottidae,ウケクチコオリカジカ,Icelus mandibularis Yabe 1983,,Ukekuchikorikajika
204,カジカ科,Cottidae,ウスジリカジカ,Icelus mororanis (Jordan & Seale 1906),"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Usujirikajika
204,カジカ科,Cottidae,コブコオリカジカ,Icelus ochotensis Schmidt 1927,"
園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側
",Kobukorikajika
204,カジカ科,Cottidae,フサコオリカジカ,Icelus perminovi Taranetz 1936,,Fusakorikajika
204,カジカ科,Cottidae,ラウスカジカ,"Icelus sekii Tsuruoka, Munehara & Yabe 2006","
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Rausukajika
204,カジカ科,Cottidae,ヤセコオリカジカ,Icelus stenosomus Andriashev 1937,"
園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側
",Yasekorikajika
204,カジカ科,Cottidae,トミカジカ,Icelus toyamensis (Matsubara & Iwai 1951),,Tomikajika
204,カジカ科,Cottidae,オホーツクツノカジカ,Microcottus sellaris (Gilbert 1896),,Ohotsukutsunokajika
204,カジカ科,Cottidae,シモフリカジカ,Myoxocephalus brandtii (Steindachner 1867),"
Prokofiev (2017)，Cottus dybowskii Hilgendorf 1879は新参異名；佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Shimofurikajika
204,カジカ科,Cottidae,オクカジカ,Myoxocephalus jaok (Cuvier 1829),"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Okukajika
204,カジカ科,Cottidae,トゲカジカ,Myoxocephalus polyacanthocephalus (Pallas 1814),"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Togekajika
204,カジカ科,Cottidae,ギスカジカ,Myoxocephalus stelleri Tilesius 1811,"
座間（1998）「万石浦の魚類の生態学的研究」，宮城県万石浦；佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Gisukajika
204,カジカ科,Cottidae,イダテンカジカ,Ocynectes maschalis Jordan & Starks 1904,"
座間（1998）「万石浦の魚類の生態学的研究」，宮城県万石浦；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；吉郷・吉郷（2018）比婆科学263:23-32，広島県；緒方ほか（2018）日本生物地理学会会報73:149-155，南限記録（宮崎県）；村瀬ほか（2019）「門川の魚類」；村瀬（2019）宮崎の自然と環境4:52-58，宮崎県門川湾；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；栗原ほか（2022）「延岡水辺の生き物案内」，宮崎県延岡市
",Idatenkajika
204,カジカ科,Cottidae,ムツカジカ,Ocynectes modestus Snyder 1911,"
座間（1998）「万石浦の魚類の生態学的研究」，宮城県万石浦；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸
",Mutsukajika
204,カジカ科,Cottidae,ブチカジカ,Oligocottus maculosus Girard 1856,,Buchikajika
204,カジカ科,Cottidae,クシビレカジカ,Phasmatocottus ctenopterygius Bolin 1936,,Kushibirekajika
204,カジカ科,Cottidae,フサカジカ,Porocottus allisi (Jordan & Starks 1904),"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Fusakajika
204,カジカ科,Cottidae,カンムリフサカジカ,Porocottus coronatus Yabe 1992,,Kammurifusakajika
204,カジカ科,Cottidae,イトフサカジカ,Porocottus tentaculatus (Kner 1868),,Itofusakajika
204,カジカ科,Cottidae,ヤナギアナハゼ,Pseudoblennius argenteus (Döderlein 1887),"
工藤ほか（2019）神奈川自然誌資料40:49-58，三浦半島；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸
",Yanagianahaze
204,カジカ科,Cottidae,アサヒアナハゼ,Pseudoblennius cottoides (Richardson 1848),"
座間（1998）「万石浦の魚類の生態学的研究」，宮城県万石浦；辻（2013）徳島県立博物館研究報告23:1-21，愛媛県伯方島；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；吉郷・吉郷（2018）比婆科学263:23-32，広島県；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；花﨑ほか（2020）南紀生物62:189-195，大阪府阪南市；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；近藤ほか（2022）「ハチの干潟の生きものたち」，広島県竹原市（瀬戸内海）；柏尾ほか（2022）きしわだ自然資料館研究報告7:1-12，大阪湾（岸和田市）；佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Asahianahaze
204,カジカ科,Cottidae,アヤアナハゼ,Pseudoblennius marmoratus (Döderlein 1884),"
竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；吉郷（2019）ホシザキグリーン財団研究報告22:191-202，島根県；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸
",Ayaanahaze
204,カジカ科,Cottidae,アナハゼ,Pseudoblennius percoides Günther 1861,"
荒尾・玉井（2011）豊橋市自然史博物館研報21:17-26，愛知県渥美半島沖；辻（2013）徳島県立博物館研究報告23:1-21，愛媛県伯方島；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；Miki et al (2017) Biogeogr 19:1-4，宮崎県；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；吉郷・吉郷（2018）比婆科学263:23-32，広島県；村瀬ほか（2019）「門川の魚類」；村瀬（2019）宮崎の自然と環境4:52-58，宮崎県門川湾；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；花﨑ほか（2020）南紀生物62:189-195，大阪府阪南市；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；近藤ほか（2022）「ハチの干潟の生きものたち」，広島県竹原市（瀬戸内海）；佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Anahaze
204,カジカ科,Cottidae,ハタタテアナハゼ,Pseudoblennius sp. 1,,Hatatateanahaze
204,カジカ科,Cottidae,キリンアナハゼ,Pseudoblennius sp. 2,"
百田・宗原（2017）北大水産紀要59:1-17，函館市臼尻；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；吉郷・吉郷（2018）比婆科学263:23-32，広島県；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側
",Kirinanahaze
204,カジカ科,Cottidae,ハクセンアナハゼ,Pseudoblennius sp. 3,"
工藤ほか（2013）神奈川県自然誌資料34:67-72，三浦半島；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸
",Hakusenanahaze
204,カジカ科,Cottidae,ハマアナハゼ,Pseudoblennius totomius Jordan & Starks 1904,,Hamaanahaze
204,カジカ科,Cottidae,オビアナハゼ,Pseudoblennius zonostigma Jordan & Starks 1904,"
竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；吉郷・吉郷（2018）比婆科学263:23-32，広島県；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸
",Obianahaze
204,カジカ科,Cottidae,ヤセカジカ,Radulinopsis derjavini Soldatov & Lindberg 1930,"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Yasekajika
204,カジカ科,Cottidae,キマダラヤセカジカ,Radulinopsis taranetzi Yabe & Maruyama 2001,"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Kimadarayasekajika
204,カジカ科,Cottidae,カマキリ（アユカケ）,Rheopresbe kazika (Jordan & Starks 1904),"
武内ほか（2011）近畿大学農学部紀要44:63-87，和歌山県；斎藤ほか（2017）横須賀市博研報（自然）64:31-34，三浦半島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；Goto et al (2019) Environ Biol Fish doi:10.1007/s10641-019-00921-3，CottusからRheopresbeに変属；國島・楫（2020）南紀生物62:26-28，和歌山県；荒川（2021）のと海洋ふれあいセンター研究報告27:9-23，能登半島；中坊（2022）「日本魚類館」，カマキリ属（新称）
",Kamakiri（Ayukake）
204,カジカ科,Cottidae,ムネハダカジカ,Ricuzenius nudithorax Bolin 1936,,Munehadakajika
204,カジカ科,Cottidae,マツカジカ,Ricuzenius pinetorum Jordan & Starks 1904,"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Matsukajika
204,カジカ科,Cottidae,オットセイカジカ,Stelgistrum stejnegeri Jordan & Gilbert 1898,,Ottoseikajika
204,カジカ科,Cottidae,クシカジカモドキ,Stlengis distoechus Bolin 1936,,Kushikajikamodoki
204,カジカ科,Cottidae,ウロコカジカ,Stlengis misakia (Jordan & Starks 1904),"
Ozawa (1983) Bull Japan Soc Fish Oceanogr 44:9-16，鹿児島県枕崎市と大隅諸島黒島の中間海域；古橋ほか（2010）長崎大学水産学部研究報告91:17-33，九州西方（東シナ海）；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側
",Urokokajika
204,カジカ科,Cottidae,クシカジカ,Stlengis osensis Jordan & Starks 1904,"
Ozawa (1983) Bull Japan Soc Fish Oceanogr 44:9-16，鹿児島県枕崎市と大隅諸島黒島の中間海域；大橋ほか（2017）日本生物地理学会会報71:221-227，茨城県
",Kushikajika
204,カジカ科,Cottidae,キリカジカ,Taurocottus bergii Soldatov & Pavlenko 1915,"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Kirikajika
204,カジカ科,Cottidae,ヤマノカミ,Trachidermus fasciatus Heckel 1839,"
坂本・田島（1995）佐賀自然史研究1:17-26，佐賀県
",Yamanokami
204,カジカ科,Cottidae,ミナミホッキョクカジカ,Triglops dorothy Pietsch & Orr 2006,,Minamihokkyokukajika
204,カジカ科,Cottidae,カラフトカジカ,Triglops jordani (Schmidt 1904),,Karafutokajika
204,カジカ科,Cottidae,ホッキョクカジカ,Triglops pingelii Reinhardt 1837,,Hokkyokukajika
204,カジカ科,Cottidae,ニラミカジカ,Triglops scepticus Gilbert 1896,,Niramikajika
204,カジカ科,Cottidae,スイ,Vellitor centropomus (Richardson 1848),"
竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸
",Sui
204,カジカ科,Cottidae,ヒメスイ,Vellitor minutus Iwata 1983,"
工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸
",Himesui
204,カジカ科,Cottidae,ソコカジカ,Zesticelus bathybius (Günther 1878),,Sokokajika
204,カジカ科,Cottidae,オホーツクソコカジカ,Zesticelus ochotensis Yabe 1995,,Ohotsukusokokajika
205,ウラナイカジカ科,Psychrolutidae,ガンコ,Dasycottus setiger Bean 1890,"
園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Ganko
205,ウラナイカジカ科,Psychrolutidae,ボウズカジカ,Ebinania brephocephala (Jordan & Starks 1903),"
Ozawa (1983) Bull Japan Soc Fish Oceanogr 44:9-16，鹿児島県枕崎市と大隅諸島黒島の中間海域；古橋ほか（2010）長崎大学水産学部研究報告91:17-33，九州西方（東シナ海）；目黒・本村（2011）Nat Kagoshima 37:27-29，薩摩半島西岸；福井ほか（2015）Nat Kagoshima 41:177-186，大隅諸島黒島沖；Motomura et al (2016) Mem Fac Fish Kagoshima Univ 64:10-34，宇治群島；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島黒島
",Bozukajika
205,ウラナイカジカ科,Psychrolutidae,アカドンコ,Ebinania vermiculata Sakamoto 1932,"
川瀬（2022）「千葉県勝浦沖キンメ場の魚」，千葉県勝浦沖
",Akadonko
205,ウラナイカジカ科,Psychrolutidae,ヤギシリカジカ,Eurymen gyrinus Gilbert & Burke 1912,"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Yagishirikajika
205,ウラナイカジカ科,Psychrolutidae,コンニャクカジカ,Gilbertidia pustulosa Schmidt 1937,,Konnyakukajika
205,ウラナイカジカ科,Psychrolutidae,ヤマトコブシカジカ,Malacocottus gibber Sakamoto 1930,"
園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側
",Yamatokobushikajika
205,ウラナイカジカ科,Psychrolutidae,コブシカジカ,Malacocottus zonurus Bean 1890,"
園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Kobushikajika
205,ウラナイカジカ科,Psychrolutidae,クマノカジカ,Psychrolutes macrocephalus (Gilchrist 1904),"
古橋ほか（2010）長崎大学水産学部研究報告91:17-33，九州西方（東シナ海）
",Kumanokajika
205,ウラナイカジカ科,Psychrolutidae,トサカジカ,Psychrolutes microporos Nelson 1995,,Tosakajika
205,ウラナイカジカ科,Psychrolutidae,ウラナイカジカ,Psychrolutes paradoxus Günther 1862,"
園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Uranaikajika
205,ウラナイカジカ科,Psychrolutidae,ニュウドウカジカ,Psychrolutes phrictus Stein & Bond 1978,"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Nyudokajika
206,トクビレ科,Agonidae,クマガイウオ,Agonomalus jordani Jordan & Starks 1904,"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Kumagaiuo
206,トクビレ科,Agonidae,アツモリウオ,Agonomalus proboscidalis (Valenciennes 1858),"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Atsumoriuo
206,トクビレ科,Agonidae,ニセナメトクビレ,Anoplagonus occidentalis Lindberg 1950,,Nisenametokubire
206,トクビレ科,Agonidae,タテトクビレ,Aspidophoroides monopterygius (Bloch 1786),,Tatetokubire
206,トクビレ科,Agonidae,ソコトクビレ,Bathyagonus nigripinnis Gilbert 1890,"
三澤ほか（2020）魚類学雑誌doi:10.11369/jji.20–023，東北太平洋沖
",Sokotokubire
206,トクビレ科,Agonidae,サイトクビレ,Bothragonus occidentalis Lindberg 1935,"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Saitokubire
206,トクビレ科,Agonidae,シチロウウオ,Brachyopsis segaliensis (Tilesius 1809),"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Shichirouuo
206,トクビレ科,Agonidae,ヤセトクビレ,Freemanichthys thompsoni (Jordan & Gilbert 1898),"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Yasetokubire
206,トクビレ科,Agonidae,トンガリシャチウオ,Hypsagonus corniger Taranetz 1933,,Tongarishachiuo
206,トクビレ科,Agonidae,ツノシャチウオ,Hypsagonus quadricornis (Valenciennes 1829),,Tsunoshachiuo
206,トクビレ科,Agonidae,ヤセテングトクビレ,Leptagonus frenatus (Gilbert 1896),"
園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Yasetengutokubire
206,トクビレ科,Agonidae,カムトサチウオ,Occella dodecaedron (Tilesius 1813),"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Kamutosachiuo
206,トクビレ科,Agonidae,サブロウ,Occella iburia (Jordan & Starks 1904),"
佐藤ほか（2022）「北の磯魚生態図鑑」，北日本
",Saburo
